property_id,title,type_id,deal_type,user_id,post_date,sell_date,location_id,size_sqm,floor,rooms,year_built,renovation_status,estimated_saleprice,estimated_rentprice
2398,Professional black.,1,Rent,10,2023-09-21,2024-12-14,10,99.0,1,4,1976,Newly Renovated,164423.56,657.69
2399,Letter speak perhaps skill single.,1,Rent,26,2023-09-05,2025-04-08,36,86.3,10,4,2021,Partially Renovated,171234.55,684.94
2400,Less stay understand.,1,Rent,10,2025-08-27,2025-03-08,29,175.9,5,2,1986,Newly Renovated,246835.4,987.34
2401,Thank activity whose.,2,Rent,33,2022-03-06,2024-12-18,33,109.6,12,4,1986,Partially Renovated,204913.93,819.66
2402,Avoid offer.,2,Sale,1,2025-07-14,2025-05-09,14,53.2,4,1,2022,Newly Renovated,141882.35,567.53
2403,Mother thing.,1,Sale,18,2021-12-07,,15,58.3,3,1,1978,Partially Renovated,89833.5,359.33
2404,Small hope bad phone likely.,1,Rent,37,2022-12-26,2025-04-14,38,42.5,12,3,1966,Not Renovated,81605.15,326.42
2405,Matter control win.,2,Rent,45,2023-03-17,2025-01-06,32,30.6,7,3,2021,Newly Renovated,70869.53,283.48
2406,Now listen.,1,Sale,39,2023-05-29,2024-11-25,45,140.1,2,6,1998,Not Renovated,276404.77,1105.62
2407,Rather carry Republican political.,2,Rent,16,2025-09-30,2025-04-21,31,125.3,5,3,2005,Newly Renovated,200607.22,802.43
2408,Ago than set shake.,1,Sale,2,2023-07-18,,20,74.4,2,4,1978,Not Renovated,162042.45,648.17
2409,It any.,2,Rent,2,2025-04-24,2025-04-09,38,57.4,5,3,1974,Partially Renovated,70708.11,282.83
2410,While speech social yard.,1,Sale,36,2023-12-25,,45,51.5,4,2,1979,Not Renovated,62595.04,250.38
2411,Treatment play adult.,2,Rent,6,2022-12-12,,27,127.9,2,1,1979,Partially Renovated,284134.83,1136.54
2412,Address authority interview argue.,1,Sale,2,2023-06-19,2025-03-18,16,54.3,4,3,2002,Newly Renovated,112797.25,451.19
2413,Arrive arrive bed.,2,Sale,20,2023-05-13,2024-12-18,41,38.5,8,1,2022,Newly Renovated,63682.93,254.73
2414,Two factor apply trouble.,2,Rent,43,2025-09-03,2025-03-16,16,45.6,4,2,2010,Newly Renovated,108098.94,432.4
2415,Opportunity especially certainly final morning.,2,Rent,34,2024-03-08,,29,105.3,11,5,2012,Not Renovated,261167.82,1044.67
2416,Mean economy.,2,Rent,7,2022-02-12,,17,86.1,3,2,1997,Partially Renovated,156514.15,626.06
2417,Down scene least hour.,2,Rent,42,2024-10-03,,10,198.1,8,3,1969,Partially Renovated,356133.04,1424.53
2418,State open people.,1,Rent,18,2022-08-17,,30,135.9,10,3,1985,Newly Renovated,200506.76,802.03
2419,Issue no fight trade although.,1,Rent,22,2022-12-30,,39,102.9,1,3,1968,Partially Renovated,207859.73,831.44
2420,Rock order someone.,1,Rent,26,2025-12-13,2025-02-05,11,64.4,2,6,1967,Newly Renovated,126773.15,507.09
2421,Board game whose tax.,1,Rent,47,2025-12-13,,22,121.0,6,2,2002,Partially Renovated,200711.12,802.84
2422,Ago trouble color newspaper.,2,Sale,50,2021-06-29,,14,170.0,1,6,2019,Newly Renovated,449507.03,1798.03
2423,Imagine cup nothing cause director.,1,Sale,30,2022-04-23,2025-04-27,22,83.5,5,5,2013,Partially Renovated,182680.64,730.72
2424,Moment hotel common.,2,Sale,19,2022-07-02,,19,132.1,3,3,1989,Newly Renovated,225373.34,901.49
2425,Miss performance school line which.,2,Rent,2,2021-05-08,2024-11-21,3,120.6,4,5,2010,Newly Renovated,210944.75,843.78
2426,Machine girl interesting.,2,Rent,1,2023-05-16,,34,37.4,11,2,2004,Not Renovated,54421.63,217.69
2427,Father wrong light.,2,Sale,36,2022-10-18,,41,157.7,7,3,1979,Newly Renovated,302961.83,1211.85
2428,Experience light artist.,1,Sale,1,2021-10-26,2025-04-21,24,118.3,4,5,2005,Not Renovated,201820.38,807.28
2429,Environment type.,2,Rent,14,2024-08-24,2025-03-13,38,89.5,6,2,2023,Not Renovated,176204.06,704.82
2430,Per respond.,1,Rent,26,2022-11-30,2025-03-10,29,114.9,5,5,1979,Partially Renovated,136582.43,546.33
2431,Support hold response.,2,Rent,36,2024-07-04,2025-05-05,33,31.8,7,5,1973,Not Renovated,43519.05,174.08
2432,Space help believe firm.,1,Rent,4,2025-09-26,,19,152.8,7,5,2002,Not Renovated,253320.69,1013.28
2433,Often economic.,1,Rent,38,2025-08-20,2025-04-24,48,57.2,3,4,1965,Partially Renovated,134403.32,537.61
2434,Although model serve ever.,1,Sale,35,2025-01-25,2025-01-14,6,70.9,8,1,1990,Not Renovated,187134.76,748.54
2435,He event attack leave force.,2,Sale,37,2024-09-04,2025-01-22,40,62.5,3,5,2004,Not Renovated,128969.85,515.88
2436,Add education long.,2,Sale,9,2024-11-18,,50,70.7,6,6,2011,Not Renovated,169295.61,677.18
2437,Direction another agree.,2,Sale,27,2021-08-10,2025-04-08,16,187.5,6,2,2015,Partially Renovated,304897.38,1219.59
2438,Behind hope travel official who.,1,Sale,8,2021-08-18,2024-11-18,12,147.8,5,5,1998,Partially Renovated,218089.97,872.36
2439,Herself program about mean.,1,Rent,45,2021-08-30,2025-02-13,23,54.0,9,3,2004,Not Renovated,94768.85,379.08
2440,Development worry act.,1,Sale,25,2021-04-22,2025-03-24,3,64.3,11,1,1996,Newly Renovated,151493.4,605.97
2441,College law.,1,Rent,3,2023-05-21,2025-04-13,4,140.6,2,4,2018,Not Renovated,320734.2,1282.94
2442,Sound opportunity shoulder partner.,1,Rent,6,2023-09-25,2025-03-25,6,161.3,12,5,1989,Partially Renovated,438425.95,1753.7
2443,Effort peace.,2,Rent,33,2021-06-25,2025-04-04,47,74.6,7,1,1997,Newly Renovated,188258.41,753.03
2444,Truth that black.,2,Rent,19,2022-11-10,2024-12-19,46,77.8,8,6,1988,Newly Renovated,222780.2,891.12
2445,Much base site contain score.,1,Sale,41,2022-04-30,,15,146.3,8,3,1979,Not Renovated,230177.62,920.71
2446,Itself security particular.,2,Rent,31,2022-01-02,2025-01-22,35,169.7,10,2,1982,Partially Renovated,251244.57,1004.98
2447,Those phone machine model.,2,Sale,18,2025-10-26,,16,173.8,1,1,2000,Partially Renovated,453435.29,1813.74
2448,Soldier yourself allow.,1,Rent,34,2022-07-15,,33,41.2,9,4,2011,Newly Renovated,80893.63,323.57
2449,Partner single get.,1,Sale,19,2022-09-25,,14,38.0,1,6,1986,Partially Renovated,81456.28,325.83
2450,Picture guess specific.,1,Sale,11,2022-01-20,2024-11-17,45,103.1,11,2,1987,Not Renovated,236498.34,945.99
2451,Assume base.,2,Rent,19,2021-09-18,2024-12-04,22,171.0,5,3,1997,Partially Renovated,256299.43,1025.2
2452,History customer similar.,1,Rent,6,2024-03-19,2025-01-22,29,35.1,9,2,1998,Not Renovated,49366.08,197.46
2453,Interview become open responsibility.,1,Rent,5,2025-07-20,,16,177.7,2,6,1976,Newly Renovated,500623.43,2002.49
2454,Than dog talk building significant.,1,Sale,12,2022-07-04,,41,50.5,8,3,1980,Partially Renovated,74749.98,299.0
2455,We teacher.,2,Sale,22,2021-01-19,,37,89.3,10,5,1993,Newly Renovated,147563.58,590.25
2456,Instead leader.,1,Sale,7,2022-11-04,,1,135.5,2,5,1969,Partially Renovated,350666.98,1402.67
2457,Current explain course.,2,Sale,47,2023-09-17,2025-03-05,50,198.3,12,4,2020,Not Renovated,441571.53,1766.29
2458,Science current now way.,1,Rent,28,2024-09-02,2025-04-02,13,52.1,8,6,2019,Not Renovated,69085.05,276.34
2459,Clear green seven at.,1,Rent,1,2021-08-08,,36,115.3,8,6,1981,Partially Renovated,191245.5,764.98
2460,Tend PM enough seat expect.,1,Rent,39,2022-12-30,2024-12-15,10,49.6,11,3,1988,Partially Renovated,92894.37,371.58
2461,Blood physical street.,2,Rent,38,2024-04-08,2025-05-12,25,72.0,6,1,1990,Not Renovated,101627.51,406.51
2462,Hard per upon.,1,Sale,25,2021-11-20,,14,59.7,7,3,1966,Newly Renovated,94308.96,377.24
2463,Rock maybe practice body task.,2,Rent,1,2023-10-02,2024-12-20,28,183.9,11,3,1994,Partially Renovated,413481.97,1653.93
2464,Along someone.,1,Rent,34,2024-06-02,2024-12-30,46,134.0,3,4,1995,Not Renovated,205628.27,822.51
2465,Culture someone peace woman eye.,2,Sale,18,2024-08-01,2025-02-24,20,61.3,7,3,1965,Newly Renovated,132846.73,531.39
2466,Rise surface.,2,Rent,8,2025-02-14,2025-01-07,40,66.8,9,2,1965,Partially Renovated,95738.22,382.95
2467,Happy perhaps doctor poor.,2,Rent,43,2023-08-20,2024-12-14,34,151.7,8,6,2003,Not Renovated,190683.06,762.73
2468,Star actually.,2,Sale,33,2022-08-03,2025-03-02,37,44.4,11,1,1978,Newly Renovated,110872.64,443.49
2469,They without.,2,Sale,40,2023-11-16,,48,110.9,3,5,1997,Partially Renovated,221104.65,884.42
2470,Number southern respond.,2,Sale,9,2023-05-29,2025-03-25,8,121.2,6,4,1976,Newly Renovated,319476.27,1277.91
2471,Through than whether ground always.,2,Sale,27,2022-02-19,2025-03-13,18,160.0,3,4,2001,Partially Renovated,363014.78,1452.06
2472,Pull relate.,2,Rent,34,2022-12-08,2025-04-14,17,88.2,2,6,1988,Not Renovated,131816.91,527.27
2473,Think partner key last.,1,Rent,12,2023-06-15,2025-01-07,28,35.8,8,2,2012,Partially Renovated,40732.21,162.93
2474,Many different popular recently often.,1,Rent,25,2024-08-29,,6,193.3,9,3,1986,Not Renovated,420726.01,1682.9
2475,None issue never.,1,Sale,44,2021-10-02,2025-02-27,6,56.5,1,1,1982,Partially Renovated,63043.86,252.18
2476,Be last.,1,Rent,32,2024-12-31,,15,26.9,2,2,1967,Not Renovated,62985.53,251.94
2477,Add area center.,2,Sale,49,2025-07-07,2024-12-18,15,174.8,5,1,2005,Not Renovated,226559.28,906.24
2478,Long agent.,2,Sale,46,2021-05-07,2025-01-07,21,69.1,5,4,1991,Newly Renovated,111338.8,445.36
2479,Heavy practice audience treatment.,2,Sale,11,2021-06-26,2025-02-25,11,108.1,12,6,1980,Newly Renovated,298173.65,1192.69
2480,Everyone early its.,1,Sale,30,2021-03-15,2024-12-16,36,113.0,11,4,1980,Not Renovated,147389.42,589.56
2481,Whatever best nothing.,2,Rent,38,2023-02-01,2025-04-24,35,65.7,2,4,1991,Not Renovated,126788.06,507.15
2482,Their model.,2,Rent,25,2022-01-12,,40,192.3,7,5,1977,Newly Renovated,333594.6,1334.38
2483,Such little everything move.,1,Rent,21,2022-05-28,2025-01-21,42,186.2,1,1,2016,Not Renovated,321599.44,1286.4
2484,Clearly maintain indicate.,2,Sale,30,2023-09-28,,17,146.4,12,2,1997,Newly Renovated,485203.94,1940.82
2485,Opportunity beyond local.,1,Sale,4,2024-01-05,2024-12-17,28,86.5,2,1,1970,Not Renovated,152442.03,609.77
2486,Line employee former reduce.,2,Sale,26,2022-04-01,2025-05-31,21,137.1,8,5,1974,Partially Renovated,345406.74,1381.63
2487,These mother before able real.,2,Rent,4,2021-06-08,,34,168.3,8,1,1975,Partially Renovated,214667.57,858.67
2488,Now may visit magazine similar.,1,Rent,46,2022-03-12,,10,182.0,2,5,1979,Partially Renovated,426308.66,1705.23
2489,Herself kid wall little.,1,Rent,29,2023-08-21,2025-04-14,12,198.0,3,5,1993,Newly Renovated,348427.66,1393.71
2490,Debate memory pull century.,1,Rent,13,2025-08-21,,30,180.1,9,1,2008,Newly Renovated,451811.52,1807.25
2491,Trip cause foreign create reduce.,1,Rent,20,2023-12-31,2025-04-10,50,179.9,9,1,1976,Partially Renovated,455862.18,1823.45
2492,Notice administration music however.,2,Sale,46,2025-04-15,,48,185.8,7,1,2005,Partially Renovated,279977.36,1119.91
2493,Pm agency difference.,1,Rent,1,2022-09-12,2025-04-16,26,44.5,1,1,2017,Partially Renovated,62204.8,248.82
2494,Agreement discussion generation.,1,Sale,40,2023-08-01,2025-04-19,21,151.1,10,6,2005,Newly Renovated,397451.9,1589.81
2495,May large ok throughout.,2,Rent,4,2021-04-05,,12,124.3,2,1,2021,Partially Renovated,203330.04,813.32
2496,Together American man.,2,Rent,20,2025-11-21,2025-06-01,16,102.8,10,6,1978,Partially Renovated,269246.8,1076.99
2497,Hit look environmental.,1,Rent,3,2023-11-06,,31,63.4,5,2,2020,Not Renovated,131052.93,524.21
2498,Girl wish coach religious.,2,Rent,46,2023-08-03,,42,127.9,2,5,1968,Not Renovated,219516.88,878.07
2499,Media leave I.,2,Rent,40,2021-02-14,,12,34.4,6,1,1983,Partially Renovated,46176.8,184.71
2500,Heavy world.,2,Sale,42,2021-12-29,2025-05-03,2,160.4,11,4,1983,Newly Renovated,454242.37,1816.97
2501,Once note strategy.,1,Sale,5,2024-01-27,2024-12-06,25,90.8,12,1,2012,Newly Renovated,244016.97,976.07
2502,International five.,2,Sale,17,2022-09-14,2025-05-16,35,171.9,9,4,1979,Newly Renovated,411980.25,1647.92
2503,Sport threat blue.,2,Rent,27,2025-02-06,,6,40.2,9,3,1969,Partially Renovated,55097.57,220.39
2504,Run story bar eight money.,2,Sale,13,2024-01-28,2025-02-12,7,47.4,11,1,1970,Partially Renovated,85405.17,341.62
2505,Test great.,1,Sale,48,2023-05-12,2025-05-08,50,87.1,2,3,1973,Newly Renovated,230282.15,921.13
2506,Catch marriage style bad.,1,Rent,9,2022-10-27,,50,27.6,8,4,1968,Newly Renovated,48086.8,192.35
2507,Hour approach sell run treatment.,2,Sale,41,2022-03-11,2025-02-25,47,147.5,7,2,2022,Newly Renovated,271141.04,1084.56
2508,Vote arm.,2,Rent,24,2021-02-17,2024-12-03,16,150.6,10,1,2009,Partially Renovated,293774.26,1175.1
2509,Always imagine.,2,Sale,29,2023-12-28,2025-04-15,28,31.3,6,3,2004,Newly Renovated,89347.45,357.39
2510,Should public kitchen tax minute.,1,Rent,40,2024-09-23,2025-03-31,32,86.8,8,3,2017,Partially Renovated,155163.02,620.65
2511,Deal south amount exist.,2,Sale,21,2021-07-15,,2,104.0,9,1,1978,Not Renovated,174806.3,699.23
2512,End candidate tax.,2,Rent,14,2024-07-24,2025-02-28,6,80.7,10,3,2007,Not Renovated,98624.08,394.5
2513,Professor decade floor six.,2,Sale,6,2024-11-06,2025-04-07,39,30.9,3,5,1994,Partially Renovated,65243.69,260.97
2514,Practice open father.,2,Sale,33,2025-06-07,2024-12-23,22,52.3,2,3,2016,Not Renovated,114557.8,458.23
2515,Language democratic.,2,Sale,45,2022-07-12,2025-04-16,9,137.2,11,5,1991,Partially Renovated,225207.09,900.83
2516,Yes eye ever learn free.,2,Sale,2,2023-12-07,2025-05-15,6,169.8,7,1,2005,Newly Renovated,279274.62,1117.1
2517,Black hold heart admit most.,2,Rent,25,2023-11-20,,22,107.3,12,5,1999,Not Renovated,240002.49,960.01
2518,Of them strategy fill.,1,Sale,28,2022-08-16,,1,100.1,1,2,2023,Newly Renovated,266370.01,1065.48
2519,Miss stage sister.,2,Sale,11,2024-03-10,2025-05-24,24,54.6,10,3,1992,Partially Renovated,81669.92,326.68
2520,Everybody that loss.,1,Sale,45,2024-12-26,2025-01-31,28,171.4,6,3,1975,Newly Renovated,468189.89,1872.76
2521,Both under would agree off.,1,Rent,46,2021-02-04,2025-05-01,49,78.9,5,4,2012,Newly Renovated,156639.81,626.56
2522,Become summer.,2,Rent,35,2025-06-10,2024-12-09,25,170.9,8,3,1979,Not Renovated,361174.99,1444.7
2523,Water from form range.,2,Sale,26,2024-07-18,2025-01-10,41,77.3,12,3,1989,Not Renovated,137427.23,549.71
2524,Unit deep mind interesting.,2,Rent,32,2022-12-26,2025-01-17,13,156.1,1,6,2008,Not Renovated,317069.08,1268.28
2525,Would president door agent.,2,Rent,40,2023-04-19,,28,109.4,11,5,2021,Partially Renovated,168863.09,675.45
2526,Small similar room put.,1,Sale,38,2021-02-15,,43,199.8,6,5,1978,Partially Renovated,370912.09,1483.65
2527,Few line see.,1,Rent,37,2025-01-05,2025-02-13,28,127.5,1,3,2011,Not Renovated,242017.47,968.07
2528,Hope option.,1,Sale,17,2022-12-28,2025-05-20,12,160.6,6,6,2011,Partially Renovated,421046.55,1684.19
2529,Computer former generation word owner.,1,Sale,8,2022-03-30,2025-04-23,49,25.8,7,5,2010,Newly Renovated,69594.18,278.38
2530,Recently bed form.,2,Rent,40,2025-06-18,2025-01-30,25,140.5,10,2,1967,Partially Renovated,180346.88,721.39
2531,Mr pick behind prevent.,1,Sale,46,2021-09-14,2025-04-07,38,153.8,6,6,2019,Newly Renovated,327650.01,1310.6
2532,Consumer analysis health represent.,2,Sale,31,2022-08-07,,24,30.9,11,2,1998,Not Renovated,47224.19,188.9
2533,Training mother team watch long.,2,Sale,38,2023-11-30,,40,59.0,2,2,2014,Partially Renovated,130592.71,522.37
2534,Reach technology him.,2,Sale,31,2022-06-08,,11,102.3,3,5,2003,Partially Renovated,166094.34,664.38
2535,Play nearly mention.,2,Rent,12,2021-06-18,2025-02-09,2,125.1,10,5,1996,Not Renovated,218801.56,875.21
2536,Mean price yard local behind.,2,Sale,23,2021-02-28,2024-12-23,21,72.1,1,3,1991,Newly Renovated,186384.08,745.54
2537,To anything run happy.,2,Rent,2,2025-06-05,2024-12-17,22,66.2,9,1,1999,Newly Renovated,167404.62,669.62
2538,Something we manager.,1,Rent,28,2021-07-09,,15,87.7,4,2,2023,Partially Renovated,119171.5,476.69
2539,Mother surface look.,2,Sale,19,2024-12-22,2025-03-25,21,59.7,12,2,1984,Not Renovated,100661.43,402.65
2540,Begin article social to.,2,Sale,3,2024-09-07,2025-03-08,11,70.7,11,1,1992,Partially Renovated,103039.57,412.16
2541,Though information.,2,Rent,4,2025-01-03,2025-03-21,45,121.1,4,2,2016,Not Renovated,154291.48,617.17
2542,Focus adult follow sell.,1,Rent,9,2023-02-18,2025-03-30,7,66.4,10,1,1997,Partially Renovated,100359.5,401.44
2543,Ability low foreign policy.,2,Rent,21,2024-01-24,,20,149.3,5,4,2022,Not Renovated,269402.02,1077.61
2544,Say send forget city.,2,Sale,11,2024-11-05,2025-02-10,31,158.1,2,6,1990,Not Renovated,303703.94,1214.82
2545,Condition pay low.,1,Rent,47,2022-04-14,2025-02-09,17,183.7,2,5,2000,Newly Renovated,559061.26,2236.25
2546,Then fund impact.,1,Rent,18,2024-05-04,2025-03-22,14,196.5,7,5,1989,Newly Renovated,416309.91,1665.24
2547,Thousand no him today official.,2,Rent,30,2023-08-02,2025-04-27,4,110.5,3,5,2012,Not Renovated,219561.48,878.25
2548,Help food push.,2,Sale,7,2024-03-25,2025-04-13,28,28.8,11,3,2021,Newly Renovated,83447.51,333.79
2549,Hit we brother area.,2,Rent,46,2021-11-02,2025-01-29,38,193.4,12,5,1991,Not Renovated,314786.51,1259.15
2550,Fast religious.,1,Sale,48,2023-10-29,2025-02-02,22,178.2,4,5,1997,Newly Renovated,336323.6,1345.29
2551,Summer course young hot society.,2,Sale,3,2022-08-19,2025-06-11,1,72.1,5,1,1998,Partially Renovated,116519.93,466.08
2552,Build machine how.,1,Sale,10,2021-12-29,,15,38.6,11,2,2001,Not Renovated,50198.43,200.79
2553,Month discover.,2,Sale,47,2021-09-22,2025-01-03,5,113.7,4,5,1969,Partially Renovated,282242.78,1128.97
2554,Question happen.,1,Rent,40,2024-05-05,2025-04-16,5,57.0,11,1,2022,Partially Renovated,108453.81,433.82
2555,Still experience majority consider.,1,Rent,36,2024-12-06,,3,113.3,7,2,2013,Not Renovated,186815.88,747.26
2556,Compare sport book.,2,Rent,27,2023-08-25,2025-06-07,48,72.4,5,4,2009,Not Renovated,168485.06,673.94
2557,With measure step.,2,Rent,10,2023-04-15,2024-12-06,21,115.4,4,5,1980,Newly Renovated,208993.61,835.97
2558,Represent current admit behind.,1,Rent,49,2023-12-25,,25,58.5,8,6,2006,Partially Renovated,99464.26,397.86
2559,Realize short name behavior.,1,Rent,7,2025-09-07,2025-04-02,41,102.0,6,1,2023,Not Renovated,123265.88,493.06
2560,Ready step.,2,Sale,42,2022-11-04,,29,93.8,11,4,1987,Partially Renovated,178569.61,714.28
2561,Concern music cover land.,2,Sale,46,2025-11-25,,37,179.6,4,5,1973,Not Renovated,329228.03,1316.91
2562,Of involve military.,1,Rent,7,2025-09-26,2025-04-13,18,127.6,1,3,1972,Newly Renovated,332902.98,1331.61
2563,Life window religious light customer.,2,Rent,47,2021-04-12,2025-06-01,28,47.1,8,3,1995,Not Renovated,104743.26,418.97
2564,Should TV moment.,2,Rent,18,2024-03-17,2025-01-26,23,30.9,3,6,1992,Partially Renovated,45777.75,183.11
2565,Where throw control.,2,Sale,33,2025-03-09,2025-01-23,7,153.5,12,5,1985,Not Renovated,323784.77,1295.14
2566,Quite seat area.,2,Sale,31,2025-12-12,2024-11-09,3,109.0,10,3,1998,Not Renovated,175642.91,702.57
2567,All lay kitchen somebody.,1,Sale,10,2024-04-23,,10,183.5,10,2,1991,Partially Renovated,250007.79,1000.03
2568,Fine ask.,1,Sale,30,2024-08-17,,32,184.3,1,1,1990,Newly Renovated,346886.96,1387.55
2569,Meet old race building.,1,Rent,38,2022-05-30,2025-06-09,14,108.7,11,1,2007,Not Renovated,208802.46,835.21
2570,Dinner away threat world food.,2,Rent,19,2024-12-27,,32,152.8,5,6,1969,Partially Renovated,323848.84,1295.4
2571,Administration more sort baby interest.,2,Sale,47,2024-02-04,2024-12-25,14,163.1,7,5,1982,Not Renovated,246159.58,984.64
2572,Place eat your wide anything.,1,Rent,14,2021-04-12,,47,170.2,6,6,1996,Partially Renovated,368167.07,1472.67
2573,Wait land model building.,2,Rent,49,2023-01-24,,38,135.1,11,4,1965,Not Renovated,196216.54,784.87
2574,Bring security behavior.,1,Sale,5,2023-04-07,,11,170.6,12,2,2005,Partially Renovated,347701.9,1390.81
2575,Partner task.,2,Rent,34,2025-12-08,2025-04-07,21,135.2,8,5,2014,Not Renovated,217335.41,869.34
2576,Shake out reality western should.,1,Rent,36,2021-09-04,,31,140.4,6,3,1982,Partially Renovated,172789.64,691.16
2577,Clear exactly police.,2,Rent,34,2024-10-20,2025-05-30,36,170.0,7,1,2020,Partially Renovated,331523.81,1326.1
2578,Commercial use indicate subject whether.,1,Sale,6,2025-08-26,2024-12-12,29,93.1,9,4,1980,Partially Renovated,240705.59,962.82
2579,Nearly politics spend.,2,Rent,5,2024-07-29,2025-02-24,38,26.9,11,6,1981,Partially Renovated,55906.16,223.62
2580,Into nature speak need.,1,Rent,28,2024-04-09,2025-03-22,31,88.7,11,3,2019,Partially Renovated,212190.26,848.76
2581,Player still occur say.,2,Sale,7,2022-01-24,2025-05-04,48,155.6,8,5,1993,Not Renovated,364604.27,1458.42
2582,Half soon either.,2,Sale,6,2024-05-17,,11,141.6,7,5,1986,Newly Renovated,397876.59,1591.51
2583,Large where fall capital up.,2,Rent,16,2022-04-12,2025-01-09,11,177.9,9,2,1985,Not Renovated,367210.11,1468.84
2584,Material quality light.,2,Sale,30,2024-02-06,2025-02-24,44,187.0,10,1,1994,Newly Renovated,249001.25,996.0
2585,Hot pretty not prevent.,1,Sale,11,2022-03-13,2025-05-03,21,121.6,5,5,2013,Not Renovated,234019.54,936.08
2586,Drop government without baby safe.,2,Rent,43,2021-02-05,,43,36.6,5,4,1981,Partially Renovated,78602.22,314.41
2587,Plan huge north rest.,2,Sale,46,2025-04-27,,42,82.7,2,3,2018,Newly Renovated,216165.7,864.66
2588,Accept personal out yet Mr.,1,Sale,13,2021-11-06,,35,145.5,3,1,1986,Partially Renovated,321683.97,1286.74
2589,Most human good.,2,Rent,3,2025-08-04,2024-12-17,8,110.0,10,6,1991,Not Renovated,274423.02,1097.69
2590,Stand apply from.,2,Rent,40,2021-11-25,2025-01-30,14,107.8,12,6,1976,Partially Renovated,171227.35,684.91
2591,Century trip generation education college.,1,Rent,26,2023-08-14,2025-01-29,4,96.7,8,2,1990,Partially Renovated,169019.39,676.08
2592,Meeting your get only.,2,Sale,12,2023-05-30,,46,78.8,7,5,2006,Not Renovated,171033.02,684.13
2593,City audience have there become.,1,Sale,1,2021-01-18,,37,180.0,7,3,1968,Not Renovated,341843.38,1367.37
2594,Southern kid player.,2,Sale,30,2022-05-21,,3,147.2,5,1,2015,Partially Renovated,328069.31,1312.28
2595,Contain include night.,2,Sale,7,2023-09-17,2025-05-22,35,85.4,12,2,2023,Partially Renovated,143852.15,575.41
2596,Modern ground.,1,Rent,10,2023-06-27,2025-04-16,22,169.0,12,2,2005,Newly Renovated,313367.42,1253.47
2597,Evening anything field show.,1,Rent,1,2023-03-14,2024-12-15,10,172.3,11,2,1977,Newly Renovated,419641.43,1678.57
2598,Glass industry.,1,Rent,27,2022-02-10,2025-04-09,26,154.7,9,1,1980,Partially Renovated,344350.06,1377.4
2599,While truth.,1,Sale,36,2023-05-01,2025-03-30,41,84.4,2,3,2004,Not Renovated,134166.1,536.66
2600,Drug ask kind.,1,Rent,19,2022-01-24,2025-03-04,17,63.5,9,1,1967,Not Renovated,65761.23,263.04
2601,Meet western involve realize.,2,Rent,20,2025-08-17,2025-06-03,49,65.7,11,4,1966,Not Renovated,121382.93,485.53
2602,Product member similar amount.,1,Sale,6,2021-04-27,,6,39.1,9,5,1966,Not Renovated,72160.3,288.64
2603,Training recently information.,2,Rent,4,2022-11-04,2025-04-22,29,62.4,10,3,1967,Newly Renovated,80960.83,323.84
2604,Light agent during.,1,Rent,42,2025-09-28,,40,130.1,10,2,1991,Partially Renovated,316970.47,1267.88
2605,Bed land.,2,Rent,11,2023-03-07,2025-05-10,43,92.0,2,1,1992,Partially Renovated,158227.85,632.91
2606,Moment impact court.,2,Rent,10,2022-12-31,,26,196.2,12,3,2017,Not Renovated,255802.46,1023.21
2607,Society term brother Republican.,2,Rent,1,2023-03-31,2024-11-17,50,182.0,9,2,1989,Newly Renovated,575737.64,2302.95
2608,Figure store.,1,Sale,10,2023-09-24,2025-05-17,36,33.9,12,1,1989,Partially Renovated,41728.16,166.91
2609,Walk off.,1,Sale,18,2021-12-23,2025-01-09,14,164.9,1,1,1977,Not Renovated,179560.65,718.24
2610,Lawyer executive garden.,1,Sale,36,2021-11-03,2025-03-20,1,189.9,11,6,1971,Partially Renovated,357933.56,1431.73
2611,Church need its.,2,Rent,13,2021-08-10,2024-12-09,31,113.3,2,4,1977,Partially Renovated,209677.38,838.71
2612,World national time war baby.,2,Rent,17,2024-10-20,2025-04-28,33,42.2,4,4,2022,Not Renovated,95792.74,383.17
2613,Worker majority day treatment his.,1,Rent,49,2021-01-12,2025-03-17,7,104.3,2,6,1973,Not Renovated,193185.55,772.74
2614,Relate health wind American create.,1,Sale,7,2023-06-15,,2,75.6,1,3,1998,Newly Renovated,180453.09,721.81
2615,True daughter.,2,Sale,15,2024-07-22,2025-01-07,32,132.7,2,3,2024,Partially Renovated,257471.16,1029.88
2616,Why change then.,2,Rent,35,2021-12-21,2025-01-19,33,153.6,5,4,1972,Newly Renovated,437477.0,1749.91
2617,Step traditional figure free.,1,Sale,50,2023-09-09,2025-01-03,9,46.6,11,2,2003,Newly Renovated,109875.75,439.5
2618,Wind huge trial guy arrive.,1,Sale,50,2021-02-06,2025-04-09,27,79.1,8,4,1967,Newly Renovated,137334.83,549.34
2619,Eight throw deep.,1,Sale,26,2023-01-04,,4,158.0,10,1,2006,Newly Renovated,416635.49,1666.54
2620,Baby prevent size structure space.,1,Rent,39,2024-12-03,2025-02-10,39,41.2,10,4,1965,Newly Renovated,74021.23,296.08
2621,Big scene year.,1,Rent,26,2022-07-25,,20,120.4,1,4,2009,Newly Renovated,365707.44,1462.83
2622,Today third.,1,Sale,29,2024-02-19,2025-03-03,14,35.3,7,4,1984,Partially Renovated,83476.17,333.9
